,Unnamed: 0,#,Transaction Date,Owner,Ticker,Asset Name,Type,Amount,Comment,Senator Name,Transaction Type,Comments
171,,20,12/29/2017,Spouse,VTAPX,Vanguard Shrt-Term Infl-Prot Sec Idx Adm,,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Purchase,
172,,21,12/29/2017,Spouse,LSFYX,Loomis Sayles Sr Floating Rate and F/I Y,,"$50,001 - $100,000",,The Honorable Lamar Alexander (Former Senator),Purchase,
173,,22,01/18/2017,Spouse,--,Broad Based Consumer Credit (Q) Fund LP,,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
174,,23,01/31/2017,Spouse,ECEIX,Lazard Emerging Markets Core Equity Inst,,"$15,001 - $50,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
175,,24,01/31/2017,Spouse,TORIX,Tortoise MLP & Pipeline Instl,,"$15,001 - $50,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
176,,25,02/06/2017,Spouse,--,DTC International Equity Common Trust Fund,,"$50,001 - $100,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
177,,26,02/16/2017,Spouse,--,Broad Based Consumer Credit (Q) Fund LP,,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
178,,27,02/28/2017,Spouse,--,DTC International Equity Common Trust Fund,,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
179,,28,02/28/2017,Spouse,TORIX,Tortoise MLP & Pipeline Instl,,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
180,,29,03/02/2017,Spouse,VIG,Vanguard Dividend Appreciation ETF,,"$15,001 - $50,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
181,,30,03/15/2017,Spouse,--,Broad Based Consumer Credit (Q) Fund LP,,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
182,,31,04/17/2017,Spouse,--,Broad Based Consumer Credit (Q) Fund LP,,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
183,,32,05/18/2017,Spouse,--,Broad Based Consumer Credit (Q) Fund LP,,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
184,,33,06/13/2017,Spouse,ECEIX,Lazard Emerging Markets Core Equity Inst,,"$50,001 - $100,000",,The Honorable Lamar Alexander (Former Senator),Sale (Full),
185,,34,06/13/2017,Spouse,TORIX,Tortoise MLP & Pipeline Instl,,"$50,001 - $100,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
186,,35,06/13/2017,Spouse,VEXMX,Vanguard Extended Market Index Investor,,"$50,001 - $100,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
187,,36,06/13/2017,Spouse,VFINX,Vanguard 500 Index Investor,,"$100,001 - $250,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
188,,37,06/15/2017,Spouse,MLPI,UBS ETRACS Alerian MLP Infras ETN,,"$50,001 - $100,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
189,,38,06/15/2017,Spouse,VIG,Vanguard Dividend Appreciation ETF,,"$100,001 - $250,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
190,,39,06/15/2017,Spouse,--,Broad Based Consumer Credit (Q) Fund LP,,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
191,,40,07/07/2017,Spouse,--,DTC Multi-Strategy Common Trust Fund,,"$100,001 - $250,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
192,,41,07/07/2017,Spouse,--,DTC International Equity Common Trust Fund,,"$50,001 - $100,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
193,,42,07/18/2017,Spouse,--,Broad Based Consumer Credit (Q) Fund LP,,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
194,,43,08/15/2017,Spouse,--,Broad Based Consumer Credit (Q) Fund LP,,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
195,,44,09/18/2017,Spouse,--,Broad Based Consumer Credit (Q) Fund LP,,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
196,,45,11/17/2017,Spouse,--,Broad Based Consumer Credit (Q) Fund LP,,"$50,001 - $100,000",,The Honorable Lamar Alexander (Former Senator),Sale (Full),
197,,46,12/29/2017,Spouse,--,DTC Mulit-Strategy Common Trust Fund,,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Sale (Partial),
198,,47,07/05/2017,Spouse,--,"12.50 Acres Land, Victoria, TX",,"$1,001 - $15,000",,The Honorable Lamar Alexander (Former Senator),Sale (Full),
199,,1,12/20/2018,Joint,CVS,CVS Health Corporation,Sale (Partial),"$1,001 - $15,000",--,"Tillis, Thom",,
200,,1,08/24/2018,Joint,PMAQX,PRINCIPAL MIDCAP FUND Class R-6,,"$15,001 - $50,000",,"Tillis, Thom",Purchase,
201,,2,08/24/2018,Joint,PCBIX,Principal MidCap Fund Institutional Class,,"$15,001 - $50,000",,"Tillis, Thom",Sale (Full),
202,,3,08/24/2018,Joint,PCBIX,Principal MidCap Fund Institutional Class,,"$15,001 - $50,000",,"Tillis, Thom",Sale (Full),
203,,4,08/24/2018,Joint,PMAQX,PRINCIPAL MIDCAP FUND Class R-6,,"$15,001 - $50,000",,"Tillis, Thom",Purchase,
204,,5,12/21/2018,Joint,--,DPIEX - Mondrian International Equity Fund,,"$1,001 - $15,000",,"Tillis, Thom",Purchase,Purchased through reinvestment of capital gain
205,,6,11/06/2018,Joint,--,North Carolina Global Equity Fund,,"$15,001 - $50,000",,"Tillis, Thom",Sale (Full),
206,,7,11/06/2018,Joint,--,North Carolina Large Cap Core Fund,,"$1,001 - $15,000",,"Tillis, Thom",Sale (Full),
207,,8,11/06/2018,Joint,--,North Carolina Treasury Inflation Protected Securities,,"$1,001 - $15,000",,"Tillis, Thom",Purchase,
208,,9,12/21/2018,Joint,--,MMNAX - Munder Mutual Fund,,"$1,001 - $15,000",,"Tillis, Thom",Sale (Full),
209,,1,12/22/2017,Spouse,IEMG,iShares Core MSCI Emerging Markets ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
210,,2,12/22/2017,Spouse,EWU,iShares MSCI United Kingdom ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
211,,3,12/22/2017,Spouse,EWJ,iShares MSCI Japan ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
212,,4,12/22/2017,Spouse,EZU,iShares MSCI Eurozone ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
213,,5,12/22/2017,Spouse,MBB,iShares MBS ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
214,,6,12/22/2017,Spouse,VUG,Vanguard Growth ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Purchase,
215,,7,12/22/2017,Spouse,VBK,Vanguard Small-Cap Growth ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
216,,8,12/22/2017,Spouse,VTV,Vanguard Value ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Purchase,
217,,9,12/22/2017,Spouse,VBR,Vanguard Small-Cap Value ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
218,,10,12/22/2017,Spouse,BSV,Vanguard Short-Term Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
219,,11,12/22/2017,Spouse,PCY,PowerShares Emerging Markets Sov Dbt ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
220,,12,12/22/2017,Spouse,TIP,iShares TIPS Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
221,,13,12/22/2017,Spouse,BIV,Vanguard Interm-Term Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
222,,14,12/22/2017,Spouse,IEI,iShares 3-7 Year Treasury Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
223,,15,12/22/2017,Spouse,HYG,iShares iBoxx $ High Yield Corp Bd ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
224,,16,12/22/2017,Spouse,LQD,iShares iBoxx $ Invmt Grade Corp Bd ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
225,,17,12/22/2017,Spouse,EWL,iShares MSCI Switzerland Capped ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
226,,18,12/22/2017,Spouse,EPP,iShares MSCI Pacific ex Japan ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
227,,19,12/22/2017,Spouse,EWC,iShares MSCI Canada ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
228,,20,12/13/2017,Spouse,VUG,Vanguard Growth ETF,,"$50,001 - $100,000",,Ms. Kamala D Harris (Former Senator),Purchase,
229,,21,12/13/2017,Spouse,VTV,Vanguard Value ETF,,"$100,001 - $250,000",,Ms. Kamala D Harris (Former Senator),Purchase,
230,,22,12/13/2017,Spouse,HYG,iShares iBoxx $ High Yield Corp Bd ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
231,,23,12/13/2017,Spouse,IEMG,iShares Core MSCI Emerging Markets ETF,,"$50,001 - $100,000",,Ms. Kamala D Harris (Former Senator),Purchase,
232,,24,12/13/2017,Spouse,PGX,PowerShares Preferred ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
233,,25,12/13/2017,Spouse,EMLC,VanEck Vectors JP Morgan EM LC Bd ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
234,,26,12/13/2017,Spouse,EWU,iShares MSCI United Kingdom ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Purchase,
235,,27,12/13/2017,Spouse,IEI,iShares 3-7 Year Treasury Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
236,,28,12/13/2017,Spouse,PCY,PowerShares Emerging Markets Sov Dbt ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
237,,29,12/13/2017,Spouse,MBB,iShares MBS ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Purchase,
238,,30,12/13/2017,Spouse,EZU,iShares MSCI Eurozone ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Purchase,
239,,31,12/13/2017,Spouse,BIV,Vanguard Interm-Term Bond ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Purchase,
240,,32,12/13/2017,Spouse,BSV,Vanguard Short-Term Bond ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Purchase,
241,,33,12/13/2017,Spouse,LQD,iShares iBoxx $ Invmt Grade Corp Bd ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Purchase,
242,,34,12/13/2017,Spouse,EWJ,iShares MSCI Japan ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Purchase,
243,,35,12/13/2017,Spouse,EWD,iShares MSCI Sweden Capped ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
244,,36,12/13/2017,Spouse,EWC,iShares MSCI Canada ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
245,,37,12/13/2017,Spouse,EPP,iShares MSCI Pacific ex Japan ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Purchase,
246,,38,12/13/2017,Spouse,EWL,iShares MSCI Switzerland Capped ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
247,,39,12/13/2017,Spouse,VBK,Vanguard Small-Cap Growth ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
248,,40,12/13/2017,Spouse,VBR,Vanguard Small-Cap Value ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Purchase,
249,,41,12/13/2017,Spouse,TIP,iShares TIPS Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
250,,42,12/13/2017,Spouse,CRISX,CRM Small Cap Value Instl,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),Transfer from Venable LLP Retirement Plan and then sold
251,,43,12/13/2017,Spouse,DODGX,Dodge & Cox Stock,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),Transfer from Venable LLP Retirement Plan and then sold
252,,44,12/13/2017,Spouse,WEMIX,Wells Fargo Emerging Growth Inst,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),Transfer from Venable LLP Retirement Plan and then sold
253,,45,12/13/2017,Spouse,VMGRX,Vanguard Mid Cap Growth Inv,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),Transfer from Venable LLP Retirement Plan and then sold
254,,46,12/05/2017,Spouse,HEDJ,WisdomTree Europe Hedged Equity ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
255,,47,12/05/2017,Spouse,EZU,iShares MSCI Eurozone ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
256,,48,10/24/2017,Spouse,VTV,Vanguard Value ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Partial),
257,,49,10/24/2017,Spouse,HEDJ,WisdomTree Europe Hedged Equity ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Partial),
258,,50,10/24/2017,Spouse,EZU,iShares MSCI Eurozone ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
259,,51,05/17/2017,Spouse,IEMG,iShares Core MSCI Emerging Markets ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Partial),
260,,52,05/17/2017,Spouse,HEDJ,WisdomTree Europe Hedged Equity ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
261,,53,05/17/2017,Spouse,VBK,Vanguard Small-Cap Growth ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Partial),
262,,54,02/28/2017,Spouse,TIP,iShares TIPS Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
263,,55,02/28/2017,Spouse,BIV,Vanguard Interm-Term Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
264,,56,02/28/2017,Spouse,LQD,iShares iBoxx $ Invmt Grade Corp Bd ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
265,,57,02/28/2017,Spouse,IEI,iShares 3-7 Year Treasury Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
266,,58,02/28/2017,Spouse,HYG,iShares iBoxx $ High Yield Corp Bd ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
267,,59,02/28/2017,Spouse,PCY,PowerShares Emerging Markets Sov Dbt ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
268,,60,02/28/2017,Spouse,BSV,Vanguard Short-Term Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
269,,61,02/28/2017,Spouse,MBB,iShares MBS ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
270,,62,02/28/2017,Spouse,VTV,Vanguard Value ETF,,"$50,001 - $100,000",,Ms. Kamala D Harris (Former Senator),Purchase,
271,,63,02/28/2017,Spouse,VUG,Vanguard Growth ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Purchase,
272,,64,02/28/2017,Spouse,EPP,iShares MSCI Pacific ex Japan ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
273,,65,02/28/2017,Spouse,EWU,iShares MSCI United Kingdom ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
274,,66,02/28/2017,Spouse,EWC,iShares MSCI Canada ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
275,,67,02/28/2017,Spouse,EWL,iShares MSCI Switzerland Capped ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
276,,68,02/28/2017,Spouse,EWJ,iShares MSCI Japan ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
277,,69,02/28/2017,Spouse,EMLC,VanEck Vectors JP Morgan EM LC Bd ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
278,,70,02/28/2017,Spouse,HEDJ,WisdomTree Europe Hedged Equity ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
279,,71,02/28/2017,Spouse,IEMG,iShares Core MSCI Emerging Markets ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Purchase,
280,,72,02/28/2017,Spouse,VBK,Vanguard Small-Cap Growth ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
281,,73,02/28/2017,Spouse,VBR,Vanguard Small-Cap Value ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
282,,74,02/28/2017,Spouse,PGX,PowerShares Preferred ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
283,,75,02/28/2017,Spouse,DOMIX,Domini Impact International Equity Inv,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
284,,76,02/28/2017,Spouse,PXSIX,Pax Small Cap Institutional,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
285,,77,02/28/2017,Spouse,PRILX,Parnassus Core Equity Institutional,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
286,,78,02/28/2017,Spouse,PARWX,Parnassus Endeavor Investor,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
287,,79,02/28/2017,Spouse,PARMX,Parnassus Mid-Cap,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
288,,80,02/28/2017,Spouse,CSDYX,Calvert Short Duration Income Y,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
289,,81,02/28/2017,Spouse,CIEYX,Calvert Equity Y,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
290,,82,02/28/2017,Spouse,CBAYX,Calvert Balanced Y,,"$50,001 - $100,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
291,,83,02/28/2017,Spouse,AVEDX,Ave Maria Rising Dividend,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
292,,84,02/28/2017,Spouse,PARNX,Parnassus,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
293,,85,02/22/2017,Spouse,PARWX,Parnassus Endeavor Investor,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Partial),
294,,86,01/31/2017,Spouse,CSDYX,Calvert Short Duration Income Y,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
295,,87,01/31/2017,Spouse,CIEYX,Calvert Equity Y,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
296,,88,01/31/2017,Spouse,CBAYX,Calvert Balanced Y,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
297,,89,12/05/2017,Spouse,HEDJ,WisdomTree Europe Hedged Equity ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
298,,90,12/05/2017,Spouse,EZU,iShares MSCI Eurozone ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
299,,91,10/24/2017,Spouse,HEDJ,WisdomTree Europe Hedged Equity ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Partial),
300,,92,10/24/2017,Spouse,EZU,iShares MSCI Eurozone ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
301,,93,09/25/2017,Spouse,XLV,Health Care Select Sector SPDR ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Partial),
302,,94,09/25/2017,Spouse,XLY,Consumer Discret Sel Sect SPDR ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Partial),
303,,95,01/24/2017,Spouse,IEMG,iShares Core MSCI Emerging Markets ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
304,,96,01/23/2017,Spouse,EWU,iShares MSCI United Kingdom ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
305,,97,01/23/2017,Spouse,VIS,Vanguard Industrials ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Partial),
306,,98,01/23/2017,Spouse,VGT,Vanguard Information Technology ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Partial),
307,,99,01/23/2017,Spouse,XLY,Consumer Discret Sel Sect SPDR ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Partial),
308,,100,01/23/2017,Spouse,BSV,Vanguard Short-Term Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Purchase,
309,,101,04/28/2017,Spouse,LQD,iShares iBoxx $ Invmt Grade Corp Bd ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
310,,102,04/28/2017,Spouse,TIP,iShares TIPS Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
311,,103,04/28/2017,Spouse,VBR,Vanguard Small-Cap Value ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
312,,104,04/28/2017,Spouse,EFA,iShares MSCI EAFE ETF,,"$50,001 - $100,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
313,,105,04/28/2017,Spouse,SHM,SPDR Nuveen Blmbg Barclays ST MunBd ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
314,,106,04/28/2017,Spouse,IEI,iShares 3-7 Year Treasury Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
315,,107,04/28/2017,Spouse,BIV,Vanguard Interm-Term Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
316,,108,04/28/2017,Spouse,MBB,iShares MBS ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
317,,109,04/28/2017,Spouse,HYD,VanEck Vectors High-Yield Municipal ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
318,,110,04/28/2017,Spouse,IEMG,iShares Core MSCI Emerging Markets ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
319,,111,04/28/2017,Spouse,EMLC,VanEck Vectors JP Morgan EM LC Bd ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
320,,112,04/28/2017,Spouse,BSV,Vanguard Short-Term Bond ETF,,"$1,001 - $15,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
321,,113,04/28/2017,Spouse,ITM,VanEck Vectors AMT-Free Interm Muni ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
322,,114,04/28/2017,Spouse,PZA,PowerShares National AMT-Free MuniBd ETF,,"$15,001 - $50,000",,Ms. Kamala D Harris (Former Senator),Sale (Full),
